time,total_cpu_usage,cpu_package,gpu_temperature,gpu_core_load,framerate_displayed_avg,framerate_displayed_1percent_low,frame_time_displayed_1percent_high,game,hdr,scene_type,preset,run
13:37:2.440,29.5,41,85.4,99.0,74.0,69.8,17.46,BMW,Off,Benchmark,High,1
13:37:3.441,27.3,45,85.7,99.0,67.1,61.4,23.38,BMW,Off,Benchmark,High,1
13:37:4.446,30.6,41,85.3,99.0,69.4,65.3,16.35,BMW,Off,Benchmark,High,1
13:37:5.446,29.6,45,85.6,99.0,71.8,67.3,18.95,BMW,Off,Benchmark,High,1
13:37:6.441,26.3,40,85.6,99.0,70.8,65.2,16.9,BMW,Off,Benchmark,High,1
13:37:7.442,25.5,42,86.2,99.0,71.2,65.8,17.1,BMW,Off,Benchmark,High,1
13:37:8.452,27.4,41,85.7,99.0,73.9,67.8,15.67,BMW,Off,Benchmark,High,1
13:37:9.445,29.4,42,85.9,99.0,75.7,71.3,15.15,BMW,Off,Benchmark,High,1
13:37:10.440,27.9,44,86.5,99.0,77.0,70.0,15.27,BMW,Off,Benchmark,High,1
13:37:11.445,27.5,41,86.3,99.0,77.8,71.7,16.11,BMW,Off,Benchmark,High,1
13:37:12.440,27.9,44,86.8,99.0,78.3,71.2,14.76,BMW,Off,Benchmark,High,1
13:37:13.448,29.4,43,86.9,99.0,78.8,76.8,14.88,BMW,Off,Benchmark,High,1
13:37:14.442,28.0,42,86.8,99.0,79.6,72.8,15.17,BMW,Off,Benchmark,High,1
13:37:15.441,27.0,41,86.8,99.0,79.4,77.4,18.37,BMW,Off,Benchmark,High,1
13:37:16.443,28.7,42,86.9,99.0,78.6,75.1,14.88,BMW,Off,Benchmark,High,1
13:37:17.440,28.2,41,87.0,99.0,82.0,78.5,14.46,BMW,Off,Benchmark,High,1
13:37:18.442,28.8,42,86.9,99.0,82.5,77.2,13.68,BMW,Off,Benchmark,High,1
13:37:19.448,29.0,44,87.5,99.0,82.9,80.4,13.87,BMW,Off,Benchmark,High,1
13:37:20.443,26.7,41,87.4,99.0,79.5,75.8,14.52,BMW,Off,Benchmark,High,1
13:37:21.440,26.7,42,87.8,99.0,79.3,72.4,16.01,BMW,Off,Benchmark,High,1
13:37:22.444,28.1,40,88.2,99.0,78.6,75.0,14.9,BMW,Off,Benchmark,High,1
13:37:23.440,26.5,42,87.8,99.0,77.4,75.1,16.55,BMW,Off,Benchmark,High,1
13:37:24.443,27.4,40,87.7,99.0,78.6,69.5,14.35,BMW,Off,Benchmark,High,1
13:37:25.449,28.0,42,88.0,99.0,74.9,64.7,16.14,BMW,Off,Benchmark,High,1
13:37:26.441,26.4,39,88.0,99.0,75.2,68.8,15.86,BMW,Off,Benchmark,High,1
13:37:27.441,28.4,44,88.3,99.0,77.3,73.1,14.75,BMW,Off,Benchmark,High,1
13:37:28.440,29.3,43,88.3,99.0,72.5,70.5,16.54,BMW,Off,Benchmark,High,1
13:37:29.441,32.0,48,88.3,99.0,71.2,69.6,15.92,BMW,Off,Benchmark,High,1
13:37:30.440,32.7,48,88.5,99.0,71.2,69.5,16.54,BMW,Off,Benchmark,High,1
13:37:31.450,29.3,39,88.9,99.0,72.8,70.9,15.03,BMW,Off,Benchmark,High,1
13:37:32.448,29.2,41,88.5,99.0,72.1,66.6,15.62,BMW,Off,Benchmark,High,1
13:37:33.448,29.1,41,89.2,99.0,71.9,69.3,16.47,BMW,Off,Benchmark,High,1
13:37:34.439,28.6,43,88.9,99.0,72.2,66.5,16.39,BMW,Off,Benchmark,High,1
13:37:35.445,31.2,41,89.1,99.0,72.3,67.6,15.61,BMW,Off,Benchmark,High,1
13:37:36.450,29.0,39,89.3,99.0,71.7,67.5,16.21,BMW,Off,Benchmark,High,1
13:37:37.444,26.8,43,89.1,99.0,69.8,64.6,15.74,BMW,Off,Benchmark,High,1
13:37:38.442,28.5,45,89.3,99.0,69.7,67.8,16.35,BMW,Off,Benchmark,High,1
13:37:39.443,29.8,49,89.4,99.0,68.6,63.7,17.56,BMW,Off,Benchmark,High,1
13:37:40.440,28.3,39,89.7,99.0,69.8,67.4,15.95,BMW,Off,Benchmark,High,1
13:37:41.447,29.8,39,89.5,99.0,70.0,65.6,15.95,BMW,Off,Benchmark,High,1
13:37:42.443,28.8,39,89.7,99.0,67.6,64.2,16.8,BMW,Off,Benchmark,High,1
13:37:43.443,29.1,41,89.4,99.0,65.6,60.2,18.11,BMW,Off,Benchmark,High,1
13:37:44.442,30.5,41,89.6,99.0,65.6,60.2,18.11,BMW,Off,Benchmark,High,1
13:37:45.439,30.5,42,89.3,99.0,65.9,64.2,17.01,BMW,Off,Benchmark,High,1
13:37:46.442,27.9,43,89.8,99.0,66.2,61.7,17.5,BMW,Off,Benchmark,High,1
13:37:47.444,29.5,44,90.1,99.0,69.3,66.0,17.19,BMW,Off,Benchmark,High,1
13:37:48.442,30.4,42,89.3,99.0,70.1,68.3,15.95,BMW,Off,Benchmark,High,1
13:37:49.444,28.2,39,89.4,99.0,69.6,65.2,18.04,BMW,Off,Benchmark,High,1
13:37:50.441,28.8,41,89.4,99.0,69.0,67.3,16.96,BMW,Off,Benchmark,High,1
13:37:51.441,27.6,40,89.6,99.0,68.2,64.8,15.95,BMW,Off,Benchmark,High,1
13:37:52.443,26.7,40,89.7,99.0,65.6,63.2,16.94,BMW,Off,Benchmark,High,1
13:37:53.443,26.1,39,89.0,99.0,65.6,60.6,16.98,BMW,Off,Benchmark,High,1
13:37:54.446,29.4,41,89.4,99.0,66.3,63.9,18.94,BMW,Off,Benchmark,High,1
13:37:55.440,27.6,41,89.2,99.0,68.2,62.7,17.28,BMW,Off,Benchmark,High,1
13:37:56.445,28.2,44,89.9,99.0,71.2,67.5,15.7,BMW,Off,Benchmark,High,1
13:37:57.445,27.4,40,88.3,99.0,66.3,60.2,17.12,BMW,Off,Benchmark,High,1
13:37:58.440,25.3,41,89.1,99.0,62.6,58.7,18.1,BMW,Off,Benchmark,High,1
13:37:59.441,27.5,43,88.4,99.0,63.7,59.0,19.75,BMW,Off,Benchmark,High,1
13:38:0.445,26.2,39,89.4,99.0,60.3,56.8,18.37,BMW,Off,Benchmark,High,1
13:38:1.442,30.0,46,89.1,99.0,61.7,54.8,19.34,BMW,Off,Benchmark,High,1
13:39:14.850,25.3,44,87.0,99.0,74.5,70.3,15.69,BMW,Off,Benchmark,High,2
13:39:15.851,24.7,39,87.6,99.0,68.9,64.8,17.46,BMW,Off,Benchmark,High,2
13:39:16.850,26.6,40,88.0,99.0,68.8,66.1,16.67,BMW,Off,Benchmark,High,2
13:39:17.853,27.7,43,88.2,99.0,72.8,68.1,17.76,BMW,Off,Benchmark,High,2
13:39:18.848,28.7,44,88.0,99.0,71.5,69.8,18.01,BMW,Off,Benchmark,High,2
13:39:19.850,25.8,42,87.9,99.0,71.5,67.2,17.18,BMW,Off,Benchmark,High,2
13:39:20.850,25.0,40,88.3,99.0,73.4,70.1,15.26,BMW,Off,Benchmark,High,2
13:39:21.863,27.4,41,88.1,99.0,75.9,72.3,14.9,BMW,Off,Benchmark,High,2
13:39:22.865,27.4,42,88.4,99.0,77.4,74.3,14.19,BMW,Off,Benchmark,High,2
13:39:23.873,28.7,43,88.5,99.0,79.0,74.2,15.07,BMW,Off,Benchmark,High,2
13:39:24.871,27.0,42,88.5,99.0,79.1,75.9,14.29,BMW,Off,Benchmark,High,2
13:39:25.866,27.6,41,88.5,99.0,79.9,73.4,14.85,BMW,Off,Benchmark,High,2
13:39:26.864,28.2,40,88.6,99.0,80.4,72.9,13.88,BMW,Off,Benchmark,High,2
13:39:27.862,27.0,40,88.9,99.0,80.6,77.0,13.92,BMW,Off,Benchmark,High,2
13:39:28.863,29.5,41,88.9,99.0,79.3,72.3,14.31,BMW,Off,Benchmark,High,2
13:39:29.866,32.6,41,89.1,99.0,81.5,73.7,14.36,BMW,Off,Benchmark,High,2
13:39:30.869,29.7,40,88.8,99.0,82.8,79.2,13.72,BMW,Off,Benchmark,High,2
13:39:31.862,28.6,42,89.6,99.0,82.6,75.9,14.21,BMW,Off,Benchmark,High,2
13:39:32.868,27.0,41,89.3,99.0,81.0,75.8,14.26,BMW,Off,Benchmark,High,2
13:39:33.870,28.9,42,89.7,99.0,79.7,76.3,14.53,BMW,Off,Benchmark,High,2
13:39:34.865,26.5,39,88.7,99.0,78.8,76.1,14.14,BMW,Off,Benchmark,High,2
13:39:35.866,26.7,42,89.2,99.0,77.9,74.4,15.34,BMW,Off,Benchmark,High,2
13:39:36.871,26.3,42,89.9,99.0,79.5,75.1,14.91,BMW,Off,Benchmark,High,2
13:39:37.870,27.2,39,89.4,99.0,76.8,66.3,15.18,BMW,Off,Benchmark,High,2
13:39:38.864,28.4,48,90.1,99.0,75.6,70.8,16.16,BMW,Off,Benchmark,High,2
13:39:39.870,29.6,43,89.7,99.0,78.8,74.5,14.38,BMW,Off,Benchmark,High,2
13:39:40.867,28.2,41,89.9,99.0,74.4,71.6,15.42,BMW,Off,Benchmark,High,2
13:39:41.863,28.8,41,88.9,99.0,71.8,68.9,16.53,BMW,Off,Benchmark,High,2
13:39:42.863,28.3,40,89.8,99.0,72.0,70.0,16.87,BMW,Off,Benchmark,High,2
13:39:43.862,29.1,43,88.7,99.0,73.0,70.3,15.38,BMW,Off,Benchmark,High,2
13:39:44.869,30.2,42,89.4,99.0,72.7,70.6,16.17,BMW,Off,Benchmark,High,2
13:39:45.868,27.3,40,89.4,99.0,72.6,67.2,17.01,BMW,Off,Benchmark,High,2
13:39:46.872,28.3,41,89.7,99.0,72.6,68.1,15.89,BMW,Off,Benchmark,High,2
13:39:47.865,27.5,42,89.3,99.0,72.8,67.4,16.76,BMW,Off,Benchmark,High,2
13:39:48.871,28.8,39,89.3,99.0,72.4,67.3,15.16,BMW,Off,Benchmark,High,2
13:39:49.864,27.4,39,89.5,99.0,70.6,64.1,16.82,BMW,Off,Benchmark,High,2
13:39:50.871,27.2,41,89.6,99.0,70.6,65.8,16.64,BMW,Off,Benchmark,High,2
13:39:51.867,27.8,44,87.6,99.0,64.4,59.4,17.98,BMW,Off,Benchmark,High,2
13:39:52.865,29.2,44,89.3,99.0,68.4,61.3,17.22,BMW,Off,Benchmark,High,2
13:39:53.869,28.6,39,88.4,99.0,66.2,61.2,18.13,BMW,Off,Benchmark,High,2
13:39:54.864,29.8,40,88.7,99.0,66.8,60.9,18.77,BMW,Off,Benchmark,High,2
13:39:55.868,28.6,42,89.7,99.0,67.7,64.4,18.02,BMW,Off,Benchmark,High,2
13:39:56.863,29.6,43,89.8,99.0,68.1,66.3,16.82,BMW,Off,Benchmark,High,2
13:39:57.862,28.0,40,89.2,99.0,65.8,57.4,17.29,BMW,Off,Benchmark,High,2
13:39:58.867,28.2,39,88.2,99.0,62.8,57.2,18.47,BMW,Off,Benchmark,High,2
13:39:59.863,30.2,40,89.4,99.0,71.5,66.1,17.41,BMW,Off,Benchmark,High,2
13:40:0.879,30.7,45,89.4,99.0,70.3,62.8,16.38,BMW,Off,Benchmark,High,2
13:40:1.883,28.5,42,89.1,99.0,69.0,66.2,16.38,BMW,Off,Benchmark,High,2
13:40:2.878,27.5,39,88.9,99.0,65.0,59.2,17.39,BMW,Off,Benchmark,High,2
13:40:3.883,26.9,48,88.6,99.0,61.8,57.9,19.03,BMW,Off,Benchmark,High,2
13:40:4.878,26.9,48,88.5,99.0,61.8,57.9,19.03,BMW,Off,Benchmark,High,2
13:40:5.878,28.4,39,88.9,99.0,61.8,54.8,19.58,BMW,Off,Benchmark,High,2
13:40:6.882,25.7,44,88.1,99.0,64.9,58.1,17.64,BMW,Off,Benchmark,High,2
13:40:7.879,27.1,39,88.5,99.0,63.3,60.6,18.45,BMW,Off,Benchmark,High,2
13:40:8.879,27.1,46,89.6,99.0,68.9,61.9,16.74,BMW,Off,Benchmark,High,2
13:40:9.878,29.6,49,89.9,99.0,71.1,68.4,15.9,BMW,Off,Benchmark,High,2
13:40:10.882,28.7,41,88.5,99.0,69.7,67.2,17.58,BMW,Off,Benchmark,High,2
13:40:11.890,25.6,41,89.7,99.0,62.0,57.7,18.19,BMW,Off,Benchmark,High,2
13:40:12.881,26.7,41,87.8,99.0,65.7,58.3,18.13,BMW,Off,Benchmark,High,2
13:40:13.879,25.7,39,88.9,99.0,59.2,55.5,19.04,BMW,Off,Benchmark,High,2
13:26:59.817,27.1,43,84.3,98.0,153.2,143.3,7.91,BMW,Off,Benchmark,Low,1
13:27:0.818,28.3,41,84.6,98.0,143.2,130.5,8.52,BMW,Off,Benchmark,Low,1
13:27:1.816,29.8,43,84.4,98.0,137.4,122.3,9.56,BMW,Off,Benchmark,Low,1
13:27:2.816,29.4,42,84.6,98.0,132.0,116.3,10.34,BMW,Off,Benchmark,Low,1
13:27:3.820,31.2,41,85.1,98.0,124.9,118.3,9.88,BMW,Off,Benchmark,Low,1
13:27:4.820,29.6,41,84.9,98.0,123.4,109.0,10.28,BMW,Off,Benchmark,Low,1
13:27:5.816,30.2,42,85.0,98.0,125.9,114.4,9.48,BMW,Off,Benchmark,Low,1
13:27:6.816,28.6,43,85.4,98.0,124.4,110.6,9.66,BMW,Off,Benchmark,Low,1
13:27:7.818,30.5,42,85.6,98.0,126.7,118.5,9.48,BMW,Off,Benchmark,Low,1
13:27:8.823,30.5,41,85.3,98.0,126.3,112.8,10.65,BMW,Off,Benchmark,Low,1
13:27:9.818,32.6,40,86.0,98.0,127.4,120.3,9.26,BMW,Off,Benchmark,Low,1
13:27:10.820,30.7,42,85.7,99.0,128.6,120.6,9.38,BMW,Off,Benchmark,Low,1
13:27:11.824,32.3,41,85.9,99.0,128.9,117.6,9.41,BMW,Off,Benchmark,Low,1
13:27:12.817,29.6,42,85.9,99.0,130.3,120.5,9.29,BMW,Off,Benchmark,Low,1
13:27:13.817,30.7,48,85.9,98.0,129.8,120.6,9.0,BMW,Off,Benchmark,Low,1
13:27:14.820,30.8,42,86.4,98.0,131.7,123.7,9.21,BMW,Off,Benchmark,Low,1
13:27:15.817,29.9,40,86.4,98.0,134.1,118.1,10.08,BMW,Off,Benchmark,Low,1
13:27:16.817,30.4,45,85.8,98.0,134.1,117.0,9.17,BMW,Off,Benchmark,Low,1
13:27:17.820,30.1,42,86.5,98.0,133.6,116.3,9.12,BMW,Off,Benchmark,Low,1
13:27:18.816,30.6,46,86.5,98.0,133.4,121.3,9.25,BMW,Off,Benchmark,Low,1
13:27:19.828,29.8,44,86.5,98.0,130.9,117.8,9.51,BMW,Off,Benchmark,Low,1
13:27:20.818,29.2,43,86.8,99.0,128.3,117.6,9.66,BMW,Off,Benchmark,Low,1
13:27:21.817,29.3,43,87.0,98.0,127.1,120.9,9.27,BMW,Off,Benchmark,Low,1
13:27:22.816,28.6,41,86.7,99.0,122.2,95.7,9.77,BMW,Off,Benchmark,Low,1
13:27:23.820,29.7,44,86.9,99.0,121.7,105.7,9.5,BMW,Off,Benchmark,Low,1
13:27:24.825,30.3,42,87.4,99.0,124.1,117.7,9.62,BMW,Off,Benchmark,Low,1
13:27:25.817,29.8,44,87.7,98.0,120.0,111.4,10.3,BMW,Off,Benchmark,Low,1
13:27:26.818,30.0,41,87.1,99.0,118.0,111.1,9.87,BMW,Off,Benchmark,Low,1
13:27:27.822,30.3,46,87.8,99.0,117.9,105.1,9.66,BMW,Off,Benchmark,Low,1
13:27:28.816,32.7,43,87.8,98.0,122.8,104.4,9.17,BMW,Off,Benchmark,Low,1
13:27:29.817,30.5,44,87.5,98.0,121.3,108.5,12.76,BMW,Off,Benchmark,Low,1
13:27:30.818,32.2,51,87.8,99.0,122.8,112.6,9.46,BMW,Off,Benchmark,Low,1
13:27:31.820,30.7,42,87.7,99.0,122.8,115.7,9.65,BMW,Off,Benchmark,Low,1
13:27:32.821,31.6,48,87.8,99.0,122.9,112.1,9.54,BMW,Off,Benchmark,Low,1
13:27:33.819,31.7,44,87.9,99.0,121.5,112.0,10.27,BMW,Off,Benchmark,Low,1
13:27:34.819,31.0,48,88.0,99.0,118.8,113.2,9.9,BMW,Off,Benchmark,Low,1
13:27:35.821,31.2,42,88.4,99.0,118.5,106.9,10.14,BMW,Off,Benchmark,Low,1
13:27:36.817,31.2,42,88.6,99.0,118.5,106.9,10.14,BMW,Off,Benchmark,Low,1
13:27:37.815,30.7,43,88.6,99.0,118.5,111.8,9.89,BMW,Off,Benchmark,Low,1
13:27:38.817,31.9,43,88.5,99.0,119.6,109.9,9.78,BMW,Off,Benchmark,Low,1
13:27:39.824,31.6,42,88.6,99.0,118.4,112.4,10.5,BMW,Off,Benchmark,Low,1
13:27:40.819,33.0,42,88.8,99.0,116.7,105.6,10.32,BMW,Off,Benchmark,Low,1
13:27:41.816,32.1,44,88.7,99.0,114.3,105.2,10.7,BMW,Off,Benchmark,Low,1
13:27:42.817,31.3,41,88.9,99.0,116.0,108.0,10.01,BMW,Off,Benchmark,Low,1
13:27:43.818,32.1,43,89.0,99.0,113.0,105.8,11.36,BMW,Off,Benchmark,Low,1
13:27:44.814,31.9,44,89.4,99.0,117.1,103.6,10.49,BMW,Off,Benchmark,Low,1
13:27:45.830,31.3,43,89.4,99.0,117.4,106.3,10.22,BMW,Off,Benchmark,Low,1
13:27:46.816,31.1,41,89.3,99.0,119.1,104.8,9.79,BMW,Off,Benchmark,Low,1
13:27:47.822,30.2,44,89.8,99.0,119.2,109.5,10.21,BMW,Off,Benchmark,Low,1
13:27:48.817,29.5,46,89.7,99.0,118.7,100.5,9.76,BMW,Off,Benchmark,Low,1
13:27:49.820,32.8,42,89.7,99.0,116.7,110.8,10.06,BMW,Off,Benchmark,Low,1
13:27:50.816,29.8,42,89.7,99.0,116.7,106.9,10.13,BMW,Off,Benchmark,Low,1
13:27:51.817,30.4,44,89.8,99.0,117.1,88.5,13.65,BMW,Off,Benchmark,Low,1
13:27:52.815,31.2,46,89.8,98.0,120.0,108.4,10.04,BMW,Off,Benchmark,Low,1
13:27:53.827,32.4,45,88.9,98.0,124.4,75.9,14.32,BMW,Off,Benchmark,Low,1
13:27:54.816,32.4,46,88.6,98.0,124.1,118.7,9.09,BMW,Off,Benchmark,Low,1
13:27:55.819,31.2,42,89.2,99.0,120.8,109.3,10.07,BMW,Off,Benchmark,Low,1
13:27:56.816,30.3,44,89.1,98.0,120.6,115.8,9.9,BMW,Off,Benchmark,Low,1
13:27:57.818,31.1,44,89.2,99.0,120.5,110.0,9.96,BMW,Off,Benchmark,Low,1
13:27:58.818,30.7,44,89.5,98.0,119.5,112.4,9.9,BMW,Off,Benchmark,Low,1
13:30:6.430,31.7,44,87.4,78.0,123.4,12.3,84.71,BMW,Off,Benchmark,Low,2
13:30:7.428,25.0,45,88.9,99.0,131.9,115.1,8.99,BMW,Off,Benchmark,Low,2
13:30:8.431,29.4,40,88.7,98.0,133.2,113.9,10.55,BMW,Off,Benchmark,Low,2
13:30:9.427,28.4,43,87.8,99.0,117.3,105.1,10.75,BMW,Off,Benchmark,Low,2
13:30:10.425,30.0,43,89.6,99.0,118.0,105.5,11.07,BMW,Off,Benchmark,Low,2
13:30:11.429,30.8,42,89.2,99.0,119.5,112.9,10.07,BMW,Off,Benchmark,Low,2
13:30:12.431,29.9,47,89.3,99.0,119.2,106.0,11.64,BMW,Off,Benchmark,Low,2
13:30:13.430,28.4,42,89.8,99.0,120.5,105.8,9.97,BMW,Off,Benchmark,Low,2
13:30:14.429,29.0,45,89.8,99.0,119.2,105.3,10.68,BMW,Off,Benchmark,Low,2
13:30:15.428,29.8,41,89.6,99.0,121.8,113.7,9.89,BMW,Off,Benchmark,Low,2
13:30:16.427,28.7,41,88.6,98.0,120.4,104.9,9.97,BMW,Off,Benchmark,Low,2
13:30:17.426,27.9,42,89.8,99.0,113.9,96.0,10.92,BMW,Off,Benchmark,Low,2
13:30:18.431,29.4,44,88.0,99.0,112.2,103.3,11.68,BMW,Off,Benchmark,Low,2
13:30:19.424,29.6,44,89.7,98.0,121.6,104.4,9.84,BMW,Off,Benchmark,Low,2
13:30:20.429,30.7,41,89.1,99.0,124.5,106.8,10.05,BMW,Off,Benchmark,Low,2
13:30:21.429,28.6,41,89.2,99.0,119.4,98.6,10.1,BMW,Off,Benchmark,Low,2
13:30:22.424,30.6,42,89.4,99.0,126.1,115.9,9.71,BMW,Off,Benchmark,Low,2
13:30:23.431,29.4,42,90.1,98.0,125.2,104.1,10.05,BMW,Off,Benchmark,Low,2
13:30:24.430,29.0,44,88.1,99.0,121.9,101.9,10.47,BMW,Off,Benchmark,Low,2
13:30:25.426,28.5,45,89.5,99.0,115.0,98.7,10.57,BMW,Off,Benchmark,Low,2
13:30:26.430,31.4,43,89.2,98.0,126.6,109.6,9.78,BMW,Off,Benchmark,Low,2
13:30:27.431,28.4,46,88.3,99.0,109.6,93.1,10.4,BMW,Off,Benchmark,Low,2
13:30:28.426,27.8,42,88.8,99.0,119.0,106.1,10.28,BMW,Off,Benchmark,Low,2
13:30:29.425,28.8,43,89.1,99.0,111.5,101.9,10.34,BMW,Off,Benchmark,Low,2
13:30:30.430,29.2,40,88.0,99.0,114.3,87.9,10.63,BMW,Off,Benchmark,Low,2
13:30:31.426,27.1,41,90.0,99.0,107.9,97.4,10.92,BMW,Off,Benchmark,Low,2
13:30:32.427,30.1,43,89.1,99.0,121.1,108.6,10.52,BMW,Off,Benchmark,Low,2
13:30:33.431,28.7,41,88.5,99.0,107.1,88.0,12.83,BMW,Off,Benchmark,Low,2
13:30:34.429,29.9,41,89.5,99.0,108.0,96.3,11.4,BMW,Off,Benchmark,Low,2
13:30:35.428,30.6,41,87.9,99.0,109.3,95.9,11.02,BMW,Off,Benchmark,Low,2
13:30:36.431,29.8,43,89.8,99.0,106.7,96.1,10.7,BMW,Off,Benchmark,Low,2
13:30:37.430,29.7,49,88.6,99.0,116.0,101.2,10.57,BMW,Off,Benchmark,Low,2
13:30:38.430,30.4,42,89.1,99.0,106.1,96.7,11.01,BMW,Off,Benchmark,Low,2
13:30:39.431,31.0,42,88.9,99.0,117.8,109.5,9.86,BMW,Off,Benchmark,Low,2
13:30:40.427,29.4,43,88.4,99.0,104.6,97.1,11.14,BMW,Off,Benchmark,Low,2
13:30:41.425,29.9,44,88.6,99.0,115.5,104.4,9.99,BMW,Off,Benchmark,Low,2
13:30:42.441,27.8,41,88.6,99.0,103.2,87.6,11.42,BMW,Off,Benchmark,Low,2
13:30:43.442,31.0,42,89.7,99.0,115.9,104.3,10.4,BMW,Off,Benchmark,Low,2
13:30:44.440,31.5,42,89.9,99.0,114.1,105.6,10.69,BMW,Off,Benchmark,Low,2
13:30:45.445,29.6,40,88.9,99.0,110.0,98.7,10.53,BMW,Off,Benchmark,Low,2
13:30:46.442,30.0,49,88.8,99.0,101.1,95.0,11.25,BMW,Off,Benchmark,Low,2
13:30:47.445,30.8,44,88.5,99.0,108.5,93.6,11.49,BMW,Off,Benchmark,Low,2
13:30:48.445,29.1,41,88.9,99.0,98.7,89.1,11.9,BMW,Off,Benchmark,Low,2
13:30:49.446,33.7,43,90.1,99.0,110.2,96.9,12.79,BMW,Off,Benchmark,Low,2
13:30:50.444,29.3,42,88.0,99.0,101.1,87.1,11.42,BMW,Off,Benchmark,Low,2
13:30:51.442,30.5,46,90.7,99.0,104.8,90.9,11.45,BMW,Off,Benchmark,Low,2
13:30:52.441,29.0,40,88.2,99.0,105.6,85.4,14.05,BMW,Off,Benchmark,Low,2
13:30:53.446,30.2,42,89.5,99.0,103.7,94.8,11.37,BMW,Off,Benchmark,Low,2
13:30:54.450,30.6,43,88.8,99.0,110.7,80.8,14.33,BMW,Off,Benchmark,Low,2
13:30:55.443,27.6,41,88.4,99.0,101.7,80.9,16.34,BMW,Off,Benchmark,Low,2
13:30:56.444,29.9,42,90.9,99.0,104.3,95.1,12.43,BMW,Off,Benchmark,Low,2
13:30:57.440,28.1,41,88.1,99.0,105.2,92.3,11.55,BMW,Off,Benchmark,Low,2
13:30:58.445,28.7,45,89.0,99.0,102.3,90.8,12.13,BMW,Off,Benchmark,Low,2
13:30:59.441,30.7,46,88.9,99.0,113.6,97.6,10.95,BMW,Off,Benchmark,Low,2
13:31:0.440,29.2,46,89.0,99.0,108.6,79.1,15.27,BMW,Off,Benchmark,Low,2
13:31:1.444,29.4,41,88.1,99.0,117.1,104.0,9.95,BMW,Off,Benchmark,Low,2
13:31:2.447,29.2,43,88.4,99.0,106.2,97.1,10.61,BMW,Off,Benchmark,Low,2
13:31:3.441,29.0,44,89.8,99.0,114.5,103.5,10.76,BMW,Off,Benchmark,Low,2
13:31:4.448,30.4,43,88.7,99.0,107.3,100.2,10.8,BMW,Off,Benchmark,Low,2
13:31:5.443,28.8,46,90.2,99.0,108.0,102.2,11.02,BMW,Off,Benchmark,Low,2
13:32:33.770,30.1,48,84.7,99.0,95.6,13.5,79.59,BMW,Off,Benchmark,Medium,1
13:32:34.770,29.2,41,88.4,99.0,96.2,90.8,13.1,BMW,Off,Benchmark,Medium,1
13:32:35.776,28.7,46,88.7,99.0,95.4,90.9,11.92,BMW,Off,Benchmark,Medium,1
13:32:36.770,32.5,43,88.9,99.0,95.7,86.8,13.42,BMW,Off,Benchmark,Medium,1
13:32:37.771,30.2,42,88.9,99.0,93.4,84.0,12.6,BMW,Off,Benchmark,Medium,1
13:32:38.770,30.8,40,88.8,99.0,93.2,84.2,14.36,BMW,Off,Benchmark,Medium,1
13:32:39.768,29.9,40,89.0,99.0,94.2,90.7,12.45,BMW,Off,Benchmark,Medium,1
13:32:40.771,30.5,43,89.1,99.0,95.6,91.0,12.48,BMW,Off,Benchmark,Medium,1
13:32:41.770,30.3,41,89.1,99.0,96.4,90.2,12.23,BMW,Off,Benchmark,Medium,1
13:32:42.772,28.9,41,89.6,99.0,97.4,91.2,12.82,BMW,Off,Benchmark,Medium,1
13:32:43.771,32.1,40,89.4,99.0,97.9,91.5,11.36,BMW,Off,Benchmark,Medium,1
13:32:44.772,29.6,41,89.5,99.0,98.8,92.3,11.6,BMW,Off,Benchmark,Medium,1
13:32:45.771,28.6,42,89.5,99.0,99.8,93.9,11.43,BMW,Off,Benchmark,Medium,1
13:32:46.770,30.6,46,89.5,99.0,100.6,94.9,11.09,BMW,Off,Benchmark,Medium,1
13:32:47.771,29.5,44,89.7,99.0,100.4,94.9,11.55,BMW,Off,Benchmark,Medium,1
13:32:48.787,31.6,44,89.7,99.0,101.6,91.3,11.73,BMW,Off,Benchmark,Medium,1
13:32:49.791,30.8,41,89.8,99.0,102.7,91.6,11.03,BMW,Off,Benchmark,Medium,1
13:32:50.789,30.3,40,90.2,99.0,103.0,96.8,11.19,BMW,Off,Benchmark,Medium,1
13:32:51.791,30.3,42,88.8,99.0,100.7,87.6,12.58,BMW,Off,Benchmark,Medium,1
13:32:52.788,31.4,45,89.7,99.0,98.9,88.0,11.89,BMW,Off,Benchmark,Medium,1
13:32:53.791,30.2,40,89.3,99.0,97.7,92.7,12.77,BMW,Off,Benchmark,Medium,1
13:32:54.784,29.9,44,89.9,99.0,96.1,85.8,11.32,BMW,Off,Benchmark,Medium,1
13:32:55.785,28.9,42,89.6,99.0,97.1,87.0,11.91,BMW,Off,Benchmark,Medium,1
13:32:56.785,30.1,43,89.7,99.0,93.6,77.4,13.31,BMW,Off,Benchmark,Medium,1
13:32:57.784,28.4,42,89.1,99.0,90.1,86.4,12.51,BMW,Off,Benchmark,Medium,1
13:32:58.791,29.7,43,88.9,99.0,93.6,86.3,11.82,BMW,Off,Benchmark,Medium,1
13:32:59.790,29.2,40,89.3,99.0,86.4,83.0,13.17,BMW,Off,Benchmark,Medium,1
13:33:0.785,29.2,40,89.3,99.0,86.4,83.0,13.17,BMW,Off,Benchmark,Medium,1
13:33:1.788,29.0,42,89.7,99.0,85.1,82.8,13.27,BMW,Off,Benchmark,Medium,1
